"year","name","team","sport","event"
2012,"Jere Petrud Bergius","Finland","Athletics","Athletics Men's Pole Vault"
2012,"Emma Sofia Berglund","Sweden","Football","Football Women's Football"
2012,"Ignacio Ricardo Bergner","Argentina","Hockey","Hockey Men's Hockey"
2012,"Zuzana Bergrov","Czech Republic","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Denys Yuriyovych Berinchyk","Ukraine","Boxing","Boxing Men's Light-Welterweight"
2012,"Eline Berings","Belgium","Athletics","Athletics Women's 100 metres Hurdles"
2012,"Lobke Berkhout","Netherlands","Sailing","Sailing Women's Two Person Dinghy"
2012,"Krisztin Berki","Hungary","Gymnastics","Gymnastics Men's Pommelled Horse"
2012,"Rudolf Berking-Williams","Samoa","Canoeing","Canoeing Men's Canadian Singles, 200 metres"
2012,"Rudolf Berking-Williams","Samoa","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres"
2012,"Carlos Alberto Berlocq","Argentina","Tennis","Tennis Men's Singles"
2012,"Yanet Bermoy Acosta","Cuba","Judo","Judo Women's Half-Lightweight"
2012,"Patricia Alejandra Bermdez","Argentina","Wrestling","Wrestling Women's Flyweight, Freestyle"
2012,"Carlos Andrs Berna Gonzlez","Colombia","Weightlifting","Weightlifting Men's Bantamweight"
2012,"Antonio ""Toni"" Bernad Planas","Andorra","Athletics","Athletics Men's Marathon"
2012,"Pablo Aitor Bernal Rosique","Spain","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Alain Andr Louis Edmond Bernard","France","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Ali Sue Bernard","United States","Wrestling","Wrestling Women's Heavyweight, Freestyle"
2012,"Neisha Bernard-Thomas","Grenada","Athletics","Athletics Women's 800 metres"
2012,"Jeimy Julissa Bernrdez Santos","Honduras","Athletics","Athletics Women's 100 metres Hurdles"
2012,"Natlia Maria Bernardo","Angola","Handball","Handball Women's Handball"
2012,"Soa Bernardov","Czech Republic","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Miosz Bernatajtys","Poland","Rowing","Rowing Men's Lightweight Coxless Fours"
2012,"Jean-Baptiste Bernaz","France","Sailing","Sailing Men's One Person Dinghy"
2012,"Pter Bernek","Hungary","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Pter Bernek","Hungary","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Pter Bernek","Hungary","Swimming","Swimming Men's 200 metres Backstroke"
2012,"Juozas Bernotas","Lithuania","Sailing","Sailing Men's Windsurfer"
2012,"Cdric Berrest","France","Rowing","Rowing Men's Double Sculls"
2012,"Maria Catherine Bertelli","Great Britain","Volleyball","Volleyball Women's Volleyball"
2012,"Sara Bertolasi","Italy","Rowing","Rowing Women's Coxless Pairs"
2012,"Elodie Bertrand","France","Sailing","Sailing Women's Three Person Keelboat"
2012,"Ryan Dominic Bertrand","Great Britain","Football","Football Men's Football"
2012,"Annemieke Marileen Bes","Netherlands","Sailing","Sailing Women's Three Person Keelboat"
2012,"Azza Besbes","Tunisia","Fencing","Fencing Women's Sabre, Individual"
2012,"Sarra Besbes","Tunisia","Fencing","Fencing Women's epee, Individual"
2012,"Irina Nikolayevna Bespalova","Russia","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Irina Nikolayevna Bespalova","Russia","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Mariya Aleksandrovna Bespalova","Russia","Athletics","Athletics Women's Hammer Throw"
2012,"Mara Gabriela Best Palazzolo","Argentina","Rowing","Rowing Women's Coxless Pairs"
2012,"Ana Tala Betancour David","Colombia","Wrestling","Wrestling Women's Heavyweight, Freestyle"
2012,"Berta Betanzos Moro","Spain","Sailing","Sailing Women's Two Person Dinghy"
2012,"Yoandri Betanzos Francis","Cuba","Athletics","Athletics Men's Triple Jump"
2012,"Artur Asilbekovich Beterbiyev","Russia","Boxing","Boxing Men's Heavyweight"
2012,"Charles Edward ""Chas"" Betts","United States","Wrestling","Wrestling Men's Light-Heavyweight, Greco-Roman"
2012,"Samuel Ryan ""Sam"" Bewley","New Zealand","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Simon Beyeler","Switzerland","Shooting","Shooting Men's Air Rifle, 10 metres"
2012,"Simon Beyeler","Switzerland","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Ariane ""Bby"" Beyene","Cameroon","Football","Football Women's Football"
2012,"Jamie Lynn Beyerle-Gray (-Corkish)","United States","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Jamie Lynn Beyerle-Gray (-Corkish)","United States","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Ura Bean","Slovenia","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Serhiy Oleksandrovych Bezuhliy","Azerbaijan","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Nenad Beik","Serbia","Rowing","Rowing Men's Coxless Pairs"
2012,"Jai Bhagwan","India","Boxing","Boxing Men's Lightweight"
2012,"Arjan Singh Bhullar","Canada","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle"
2012,"Mahesh Shrinivas Bhupathi","India-1","Tennis","Tennis Men's Doubles"
2012,"Muhammad Umar Bhutta","Pakistan","Hockey","Hockey Men's Hockey"
2012,"Cecilia Elizabeth Biagioli","Argentina","Swimming","Swimming Women's 800 metres Freestyle"
2012,"Cecilia Elizabeth Biagioli","Argentina","Swimming","Swimming Women's 10 kilometres Open Water"
2012,"Ilaria Bianchi","Italy","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Ilaria Bianchi","Italy","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Roberta Bianconi","Italy","Water Polo","Water Polo Women's Water Polo"
2012,"Aude Biannic","France","Cycling","Cycling Women's Road Race, Individual"
2012,"Damir Biani","Croatia","Handball","Handball Men's Handball"
2012,"Nora Ada Bicet Juan","Spain","Athletics","Athletics Women's Javelin Throw"
2012,"Bence Bicz","Hungary","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Walid Bidani","Algeria","Weightlifting","Weightlifting Men's Heavyweight"
2012,"Soufiane Bidaoui","Morocco","Football","Football Men's Football"
2012,"Mohammad Bidarian","Iran","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Paul Biedermann","Germany","Swimming","Swimming Men's 200 metres Freestyle"
2012,"Paul Biedermann","Germany","Swimming","Swimming Men's 400 metres Freestyle"
2012,"Paul Biedermann","Germany","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Graham Porter Biehl","United States","Sailing","Sailing Men's Two Person Dinghy"
2012,"Maciej Bielecki","Poland","Cycling","Cycling Men's Team Sprint"
2012,"Quentin Bigot","France","Athletics","Athletics Men's Hammer Throw"
2012,"Erol Bilgin","Turkey","Weightlifting","Weightlifting Men's Featherweight"
2012,"Rahman Bilici","Turkey","Wrestling","Wrestling Men's Lightweight, Greco-Roman"
2012,"Ricardo ""Bimba"" Winicki Santos","Brazil","Sailing","Sailing Men's Windsurfer"
2012,"Mira Bimperling","Germany","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Mete Binay","Turkey","Weightlifting","Weightlifting Men's Lightweight"
2012,"Jenny Lynn Bindon (Bourn-)","New Zealand","Football","Football Women's Football"
2012,"Abhinav Bindra","India","Shooting","Shooting Men's Air Rifle, 10 metres"
2012,"Karsten Bindrich","Germany","Shooting","Shooting Men's Trap"
2012,"Wilfried Bingangoye","Gabon","Athletics","Athletics Men's 100 metres"
2012,"Amanda Yvette Bingson","United States","Athletics","Athletics Women's Hammer Throw"
2012,"Beni Bertrand Binobagira","Burundi","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Joshua ""Josh"" Binstock","Canada","Beach Volleyball","Beach Volleyball Men's Beach Volleyball"
2012,"Emanuele Birarelli","Italy","Volleyball","Volleyball Men's Volleyball"
2012,"Roxana Elisabeta Brc","Romania","Athletics","Athletics Women's 5,000 metres"
2012,"Stephen Bird","Australia","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Suzanne Brigit ""Sue"" Bird","United States","Basketball","Basketball Women's Basketball"
2012,"Bjrn Daniel Birgmark","Sweden","Sailing","Sailing Men's One Person Heavyweight Dinghy"
2012,"Collis Birmingham","Australia","Athletics","Athletics Men's 5,000 metres"
2012,"Pter Biros","Hungary","Water Polo","Water Polo Men's Water Polo"
2012,"Ole Bischof","Germany","Judo","Judo Men's Half-Middleweight"
2012,"Ibrahim Hani Bisharat","Jordan","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Bishindeegiin Urantungalag","Mongolia","Archery","Archery Women's Individual"
2012,"Abby Bishop","Australia","Basketball","Basketball Women's Basketball"
2012,"Melissa Corrine Bishop","Canada","Athletics","Athletics Women's 800 metres"
2012,"Stuart Bithell","Great Britain","Sailing","Sailing Men's Two Person Dinghy"
2012,"Christine Louise Bjerendal","Sweden","Archery","Archery Women's Individual"
2012,"Tyler Bjorn","Canada","Sailing","Sailing Men's Two Person Keelboat"
2012,"Elsabeth ""Ellie"" Black","Canada","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Elsabeth ""Ellie"" Black","Canada","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Elsabeth ""Ellie"" Black","Canada","Gymnastics","Gymnastics Women's Horse Vault"
2012,"Elsabeth ""Ellie"" Black","Canada","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Alicia Jane Blagg","Great Britain","Diving","Diving Women's Synchronized Springboard"
2012,"Jelena Blagojevi","Serbia","Volleyball","Volleyball Women's Volleyball"
2012,"Yohan Blake","Jamaica","Athletics","Athletics Men's 100 metres"
2012,"Yohan Blake","Jamaica","Athletics","Athletics Men's 200 metres"
2012,"Yohan Blake","Jamaica","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Elisa Blanchi","Italy","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Cecilia Blanco Garca","Spain","Judo","Judo Women's Middleweight"
2012,"Giovanna Jos Blanco Bazon","Venezuela","Judo","Judo Women's Heavyweight"
2012,"Oiana Blanco Echevarra","Spain","Judo","Judo Women's Extra-Lightweight"
2012,"Andrea Blas Martnez","Spain","Water Polo","Water Polo Women's Water Polo"
2012,"Ricardo Blas, Jr.","Guam","Judo","Judo Men's Heavyweight"
2012,"Anita Blaze","France","Fencing","Fencing Women's Foil, Team"
2012,"Marko Blaevski","Macedonia","Swimming","Swimming Men's 400 metres Individual Medley"
2012,"Julia Helen Bleasdale","Great Britain","Athletics","Athletics Women's 5,000 metres"
2012,"Julia Helen Bleasdale","Great Britain","Athletics","Athletics Women's 10,000 metres"
2012,"Holly Bethan Bleasdale-Bradshaw","Great Britain","Athletics","Athletics Women's Pole Vault"
2012,"Keston Bledman","Trinidad and Tobago","Athletics","Athletics Men's 100 metres"
2012,"Keston Bledman","Trinidad and Tobago","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Kasper Bleibach","Denmark","Canoeing","Canoeing Men's Kayak Singles, 200 metres"
2012,"Kasper Bleibach","Denmark","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres"
2012,"Rogier Blink","Netherlands","Rowing","Rowing Men's Coxed Eights"
2012,"Irina Valeryevna Bliznova","Russia","Handball","Handball Women's Handball"
2012,"Anastasiya Ilyinichna Bliznyuk","Russia","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Artem Oleksiyovych Bloshenko","Ukraine","Judo","Judo Men's Half-Heavyweight"
2012,"Mlanie Blouin","Canada","Athletics","Athletics Women's Pole Vault"
2012,"Olga Yevgenyevna Bludova-Safronova","Kazakhstan","Athletics","Athletics Women's 100 metres"
2012,"Daniel Bluman Doron","Colombia","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Pernille Blume","Denmark","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Pernille Blume","Denmark","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Pernille Blume","Denmark","Swimming","Swimming Women's 200 metres Freestyle"
2012,"Pernille Blume","Denmark","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Pernille Blume","Denmark","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Madonna Blyth","Australia","Hockey","Hockey Women's Hockey"
2012,"Eric Yamoah Boateng","Great Britain","Basketball","Basketball Men's Basketball"
2012,"Ancua Bobocel","Romania","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Mihai Razvan Bobocica","Italy","Table Tennis","Table Tennis Men's Singles"
2012,"Jack Bobridge","Australia","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Gauthier Boccard","Belgium","Hockey","Hockey Men's Hockey"
2012,"Yelyzaveta Valerivna Bochkarova","Ukraine","Cycling","Cycling Women's Team Pursuit"
2012,"Dorina Bczg","Hungary","Gymnastics","Gymnastics Women's Individual All-Around"
2012,"Dorina Bczg","Hungary","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Dorina Bczg","Hungary","Gymnastics","Gymnastics Women's Horse Vault"
2012,"Dorina Bczg","Hungary","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Dorina Bczg","Hungary","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Lauren Boden-Wells","Australia","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Maciej Bodnar","Poland","Cycling","Cycling Men's Road Race, Individual"
2012,"Maciej Bodnar","Poland","Cycling","Cycling Men's Individual Time Trial"
2012,"Lyudmila Valeryevna Bodniyeva","Russia","Handball","Handball Women's Handball"
2012,"Mathias Boe","Denmark","Badminton","Badminton Men's Doubles"
2012,"Lasse Motzkus Boesen","Denmark","Handball","Handball Men's Handball"
2012,"Sylwia Katarzyna Bogacka","Poland","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Sylwia Katarzyna Bogacka","Poland","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Aleksandr Viktorovich Bogdanovich","Belarus","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Andrey Viktorovich Bogdanovich","Belarus","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Chiara Boggiatto","Italy","Swimming","Swimming Women's 200 metres Breaststroke"
2012,"Richrd Bognr","Hungary","Shooting","Shooting Men's Double Trap"
2012,"Aleksandr Aleksandrovich ""Alex"" Bogomolov, Jr.","Russia","Tennis","Tennis Men's Singles"
2012,"Marcus Bhme","Germany","Volleyball","Volleyball Men's Volleyball"
2012,"Richrd Bohus","Hungary","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Susanne Boidin","Denmark","Sailing","Sailing Women's Three Person Keelboat"
2012,"Dmytro Boiko","Ukraine","Fencing","Fencing Men's Sabre, Individual"
2012,"Aauri Lorena Bokesa Abia","Spain","Athletics","Athletics Women's 400 metres"
2012,"Yannick Bokolo","France","Basketball","Basketball Men's Basketball"
2012,"Timur Bolat","Kazakhstan","Judo","Judo Men's Middleweight"
2012,"Grega Bole","Slovenia","Cycling","Cycling Men's Road Race, Individual"
2012,"Irak'li Bolkvadze","Georgia","Swimming","Swimming Men's 200 metres Breaststroke"
2012,"Timo Boll","Germany","Table Tennis","Table Tennis Men's Singles"
2012,"Timo Boll","Germany","Table Tennis","Table Tennis Men's Team"
2012,"Flra Bolonyai","Hungary","Water Polo","Water Polo Women's Water Polo"
2012,"Sergey Vladimirovich Bolshakov","Russia","Swimming","Swimming Men's 10 kilometres Open Water"
2012,"Svetlana Bolshakova","Belgium","Athletics","Athletics Women's Triple Jump"
2012,"Usain St. Leo Bolt","Jamaica","Athletics","Athletics Men's 100 metres"
2012,"Usain St. Leo Bolt","Jamaica","Athletics","Athletics Men's 200 metres"
2012,"Usain St. Leo Bolt","Jamaica","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Sinivie Boltic","Nigeria","Wrestling","Wrestling Men's Heavyweight, Freestyle"
2012,"brahim Blkba","Turkey","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle"
2012,"Sarah Joan Bombell","Australia","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Sarah Joan Bombell","Australia","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Sonia Bompastor","France","Football","Football Women's Football"
2012,"Hamish Byron Bond","New Zealand","Rowing","Rowing Men's Coxless Pairs"
2012,"Louise Frances V. Bond-Williams","Great Britain","Fencing","Fencing Women's Sabre, Individual"
2012,"Oleksandr Igorovych Bondar","Ukraine","Diving","Diving Men's Platform"
2012,"Oleksandr Igorovych Bondar","Ukraine","Diving","Diving Men's Synchronized Platform"
2012,"Bohdan Viktorovych Bondarenko","Ukraine","Athletics","Athletics Men's High Jump"
2012,"Kateryna Volodymyrivna Bondarenko","Ukraine","Tennis","Tennis Women's Singles"
2012,"Stanislav Valeriyovych Bondarenko","Ukraine","Judo","Judo Men's Heavyweight"
2012,"Roman Romanovych Bondaruk","Ukraine","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres"
2012,"Marianne Bonde Pedersen","Denmark","Handball","Handball Women's Handball"
2012,"Antoaneta Nikolaeva Boneva","Bulgaria","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Antoaneta Nikolaeva Boneva","Bulgaria","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Liemarvin Bonevacia","Individual Olympic Athletes","Athletics","Athletics Men's 400 metres"
2012,"Elena Maria Bonfanti","Italy","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Caio Oliveira de Sena Bonfim","Brazil","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Dante Boninfante","Italy","Volleyball","Volleyball Men's Volleyball"
2012,"Bartomiej Wojciech Bonk","Poland","Weightlifting","Weightlifting Men's Heavyweight"
2012,"Daisurami Bonne Rousseau","Cuba","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Yowlys Bonne Rodrguez","Cuba","Wrestling","Wrestling Men's Lightweight, Freestyle"
2012,"Charlotte Bonnet","France","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Charlotte Bonnet","France","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
